sample,jaccard_index,original_class,MLPC_class,MLPC_features,SVC_class,SVC_features
43040,0.2222222222222222,3,3,"{'E4_HR', 'middleGamma', 'y'}",3,"{'lowGamma', 'theta', 'x', 'E4_IBI', 'E4_BVP', 'E4_HR', 'middleGamma', 'lowAlpha'}"
43042,0.7272727272727273,3,3,"{'lowGamma', 'theta', 'z', 'x', 'E4_IBI', 'E4_BVP', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}",3,"{'y', 'lowGamma', 'theta', 'x', 'E4_BVP', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}"
43057,0.8888888888888888,3,3,"{'y', 'lowGamma', 'x', 'E4_BVP', 'highAlpha', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}",3,"{'y', 'lowGamma', 'x', 'E4_BVP', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}"
43069,0.18181818181818182,3,3,"{'y', 'lowGamma', 'theta', 'x', 'E4_BVP', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}",3,"{'middleGamma', 'lowBeta', 'E4_HR', 'z'}"
43072,0.3333333333333333,3,3,"{'E4_EDA', 'E4_HR'}",3,"{'E4_IBI', 'E4_HR'}"
43073,0.16666666666666666,3,3,"{'E4_EDA', 'E4_HR'}",3,"{'lowGamma', 'x', 'highAlpha', 'middleGamma', 'E4_HR'}"
43090,0.5833333333333334,3,3,"{'lowBeta', 'lowGamma', 'x', 'E4_BVP', 'E4_HR', 'highBeta', 'E4_EDA', 'middleGamma', 'lowAlpha'}",3,"{'lowBeta', 'y', 'lowGamma', 'x', 'E4_IBI', 'E4_BVP', 'highAlpha', 'E4_HR', 'highBeta', 'middleGamma'}"
43105,0.3333333333333333,3,3,"{'E4_IBI', 'E4_HR'}",3,"{'x', 'E4_HR'}"
43130,0.3333333333333333,3,3,"{'x', 'E4_HR'}",3,"{'E4_IBI', 'E4_HR'}"
43138,0.2,3,3,"{'E4_HR', 'lowBeta', 'y'}",3,"{'lowGamma', 'E4_HR', 'z'}"
43141,0.0,3,3,"{'E4_IBI', 'E4_TEMP'}",3,"{'E4_EDA', 'E4_HR'}"
43143,0.2,3,3,"{'lowGamma', 'delta', 'x', 'E4_IBI', 'E4_BVP', 'E4_HR', 'highBeta', 'E4_EDA', 'middleGamma', 'lowAlpha'}",3,"{'E4_IBI', 'E4_HR'}"
43144,0.25,3,3,"{'E4_EDA', 'E4_HR'}",3,"{'x', 'lowGamma', 'E4_HR'}"
43164,0.25,3,3,"{'theta', 'delta', 'E4_HR'}",3,"{'middleGamma', 'E4_HR'}"
43166,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43174,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43189,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43192,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43216,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43228,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43230,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43244,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43247,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43255,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43259,1.0,3,3,"{'lowGamma', 'E4_HR'}",3,"{'lowGamma', 'E4_HR'}"
43263,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43264,1.0,3,3,"{'lowGamma', 'middleGamma', 'E4_HR'}",3,"{'lowGamma', 'middleGamma', 'E4_HR'}"
43266,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43268,1.0,3,3,"{'lowGamma', 'middleGamma', 'E4_HR'}",3,"{'lowGamma', 'middleGamma', 'E4_HR'}"
43276,0.3333333333333333,3,3,"{'E4_HR', 'y'}",3,"{'x', 'E4_HR'}"
43291,0.25,3,3,"{'E4_IBI', 'E4_HR'}",3,"{'Meditation', 'highBeta', 'E4_HR'}"
43301,0.3333333333333333,3,3,"{'x', 'E4_HR'}",3,"{'E4_HR', 'y'}"
43302,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43331,0.2222222222222222,3,3,"{'lowGamma', 'E4_HR', 'z'}",3,"{'lowBeta', 'y', 'lowGamma', 'delta', 'x', 'E4_BVP', 'E4_HR', 'highBeta'}"
43340,0.375,3,3,"{'E4_EDA', 'highBeta', 'E4_HR'}",3,"{'lowGamma', 'delta', 'x', 'E4_IBI', 'E4_BVP', 'E4_HR', 'highBeta', 'E4_EDA'}"
43382,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43386,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43426,1.0,3,3,"{'E4_IBI', 'E4_HR'}",3,"{'E4_IBI', 'E4_HR'}"
43432,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43437,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43441,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43449,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43455,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43456,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43486,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43487,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43489,1.0,3,3,"{'highAlpha', 'E4_HR'}",3,"{'highAlpha', 'E4_HR'}"
43493,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43499,1.0,3,3,"{'highBeta', 'highAlpha', 'E4_HR'}",3,"{'highBeta', 'highAlpha', 'E4_HR'}"
43506,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43507,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43510,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43519,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43523,1.0,3,3,"{'highBeta', 'highAlpha', 'E4_HR'}",3,"{'highBeta', 'highAlpha', 'E4_HR'}"
43549,1.0,3,3,"{'lowGamma', 'highBeta', 'E4_HR'}",3,"{'lowGamma', 'highBeta', 'E4_HR'}"
43550,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43552,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43561,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43584,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43597,1.0,3,3,"{'highBeta', 'lowBeta', 'E4_HR'}",3,"{'highBeta', 'lowBeta', 'E4_HR'}"
43600,1.0,3,3,"{'lowGamma', 'highBeta', 'E4_HR'}",3,"{'lowGamma', 'highBeta', 'E4_HR'}"
43602,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43610,1.0,3,3,"{'lowBeta', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'lowBeta', 'highBeta', 'highAlpha', 'E4_HR'}"
43621,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43627,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43648,0.2,3,3,"{'E4_HR', 'highBeta', 'lowGamma', 'y'}",3,"{'E4_IBI', 'E4_HR'}"
43650,0.5,3,3,"{'E4_HR', 'lowGamma', 'y'}",3,"{'lowGamma', 'Attention', 'E4_HR'}"
43656,1.0,3,3,"{'E4_IBI', 'E4_HR'}",3,"{'E4_IBI', 'E4_HR'}"
43658,0.5,3,3,"{'E4_IBI', 'E4_HR', 'z'}",3,"{'E4_IBI', 'theta', 'E4_HR'}"
43660,0.25,3,3,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'x', 'highAlpha', 'Attention', 'E4_HR', 'highBeta', 'middleGamma'}",3,"{'E4_IBI', 'highBeta', 'middleGamma', 'E4_EDA', 'E4_HR'}"
43674,1.0,3,3,"{'lowGamma', 'theta', 'x', 'E4_BVP', 'Meditation', 'highAlpha', 'highBeta', 'E4_HR', 'middleGamma'}",3,"{'lowGamma', 'theta', 'x', 'E4_BVP', 'Meditation', 'highAlpha', 'highBeta', 'E4_HR', 'middleGamma'}"
43679,0.1,3,3,"{'E4_IBI', 'E4_HR'}",3,"{'y', 'lowGamma', 'theta', 'x', 'E4_BVP', 'highAlpha', 'Attention', 'E4_HR', 'highBeta'}"
43697,0.5,3,3,"{'E4_IBI', 'E4_TEMP', 'E4_HR'}",3,"{'middleGamma', 'E4_IBI', 'E4_HR'}"
43710,0.2727272727272727,3,3,"{'lowBeta', 'y', 'lowGamma', 'theta', 'E4_TEMP', 'highAlpha', 'E4_HR', 'Attention', 'highBeta'}",3,"{'theta', 'E4_IBI', 'E4_TEMP', 'E4_HR', 'E4_EDA'}"
43712,0.2727272727272727,3,3,"{'middleGamma', 'E4_IBI', 'highAlpha', 'E4_HR'}",3,"{'lowBeta', 'lowGamma', 'E4_BVP', 'E4_TEMP', 'highAlpha', 'Attention', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}"
43718,0.5,3,3,"{'E4_IBI', 'Attention', 'E4_HR'}",3,"{'E4_IBI', 'lowAlpha', 'E4_HR'}"
43724,0.75,3,3,"{'E4_IBI', 'lowBeta', 'E4_HR'}",3,"{'E4_IBI', 'delta', 'lowBeta', 'E4_HR'}"
43742,0.2222222222222222,3,3,"{'lowGamma', 'E4_IBI', 'E4_HR'}",3,"{'lowGamma', 'theta', 'E4_BVP', 'E4_TEMP', 'highAlpha', 'Attention', 'E4_HR', 'highBeta'}"
43748,0.2,3,3,"{'E4_TEMP', 'E4_HR'}",3,"{'delta', 'x', 'E4_IBI', 'E4_BVP', 'E4_TEMP', 'highAlpha', 'E4_HR', 'Attention', 'highBeta', 'middleGamma'}"
43763,0.16666666666666666,3,3,"{'lowGamma', 'E4_IBI', 'E4_HR'}",3,"{'y', 'lowGamma', 'theta', 'x', 'E4_BVP', 'E4_TEMP', 'highAlpha', 'E4_HR', 'Attention', 'highBeta', 'middleGamma'}"
43772,0.1111111111111111,3,3,"{'E4_IBI', 'Meditation', 'E4_HR'}",3,"{'lowBeta', 'y', 'lowGamma', 'highAlpha', 'E4_HR', 'Attention', 'highBeta'}"
43773,0.5,3,3,"{'E4_IBI', 'Meditation', 'E4_HR'}",3,"{'E4_IBI', 'E4_TEMP', 'E4_HR'}"
43775,0.6666666666666666,3,3,"{'E4_IBI', 'E4_HR'}",3,"{'E4_HR', 'E4_IBI', 'y'}"
43806,0.3333333333333333,3,3,"{'lowGamma', 'E4_BVP', 'Meditation', 'middleGamma', 'Attention', 'E4_HR'}",3,"{'lowGamma', 'E4_IBI', 'E4_TEMP', 'Attention', 'E4_HR', 'lowAlpha'}"
43819,0.25,3,3,"{'E4_HR', 'lowAlpha', 'y'}",3,"{'E4_IBI', 'E4_HR'}"
43823,0.14285714285714285,3,3,"{'lowGamma', 'E4_BVP', 'Attention', 'highBeta', 'E4_HR', 'middleGamma'}",3,"{'E4_TEMP', 'E4_HR'}"
43840,0.25,3,3,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'E4_BVP', 'highAlpha', 'Attention', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}",3,"{'Meditation', 'highBeta', 'highAlpha', 'E4_HR'}"
43842,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43844,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43850,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43853,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43863,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43921,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43938,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43942,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43945,1.0,3,3,"{'highBeta', 'E4_HR'}",3,"{'highBeta', 'E4_HR'}"
43946,1.0,3,3,"{'highBeta', 'highAlpha', 'E4_HR'}",3,"{'highBeta', 'highAlpha', 'E4_HR'}"
43953,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43956,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43958,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43968,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43969,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43974,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43977,1.0,3,3,"{'highAlpha', 'E4_HR'}",3,"{'highAlpha', 'E4_HR'}"
43979,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
43996,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44008,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44018,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44021,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44025,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44032,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44046,1.0,3,3,"{'middleGamma', 'highBeta', 'E4_HR'}",3,"{'middleGamma', 'highBeta', 'E4_HR'}"
44055,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44059,1.0,3,3,"{'lowGamma', 'highBeta', 'E4_HR'}",3,"{'lowGamma', 'highBeta', 'E4_HR'}"
44076,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44079,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44113,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44121,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44122,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44125,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44133,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44145,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44146,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44163,1.0,3,3,"{'lowBeta', 'highAlpha', 'E4_HR'}",3,"{'lowBeta', 'highAlpha', 'E4_HR'}"
44164,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44170,0.16666666666666666,3,3,"{'E4_HR', 'lowGamma', 'highAlpha', 'y'}",3,"{'E4_TEMP', 'lowBeta', 'E4_HR'}"
44182,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44191,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44211,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44226,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44255,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44265,1.0,3,3,"{'E4_IBI', 'lowBeta'}",3,"{'E4_IBI', 'lowBeta'}"
44267,0.1111111111111111,3,3,"{'E4_IBI', 'E4_TEMP', 'lowBeta'}",3,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'Meditation', 'middleGamma', 'E4_HR'}"
44269,0.6,3,3,"{'E4_IBI', 'theta', 'E4_HR', 'z'}",3,"{'E4_IBI', 'lowAlpha', 'theta', 'E4_HR'}"
44282,0.25,3,3,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'E4_BVP', 'E4_IBI', 'Attention', 'E4_HR', 'E4_EDA', 'middleGamma'}",3,"{'delta', 'E4_IBI', 'Meditation', 'E4_TEMP', 'Attention'}"
44287,0.9,3,3,"{'lowBeta', 'lowGamma', 'theta', 'x', 'E4_IBI', 'E4_BVP', 'Meditation', 'highAlpha', 'E4_HR', 'middleGamma'}",3,"{'lowBeta', 'theta', 'x', 'E4_IBI', 'E4_BVP', 'Meditation', 'highAlpha', 'E4_HR', 'middleGamma'}"
44294,0.2727272727272727,3,3,"{'x', 'Meditation', 'highAlpha', 'Attention', 'highBeta', 'E4_HR', 'middleGamma'}",3,"{'lowBeta', 'theta', 'E4_IBI', 'Attention', 'E4_HR', 'E4_EDA', 'middleGamma'}"
44300,0.5833333333333334,3,3,"{'lowBeta', 'y', 'theta', 'E4_BVP', 'Meditation', 'Attention', 'E4_HR', 'highBeta', 'middleGamma'}",3,"{'lowBeta', 'lowGamma', 'theta', 'E4_BVP', 'E4_IBI', 'Meditation', 'highAlpha', 'Attention', 'E4_HR', 'middleGamma'}"
44316,0.5333333333333333,3,3,"{'y', 'lowGamma', 'theta', 'x', 'E4_IBI', 'E4_BVP', 'Meditation', 'highAlpha', 'E4_HR', 'Attention', 'middleGamma', 'lowAlpha'}",3,"{'lowGamma', 'theta', 'z', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'Attention', 'E4_EDA', 'middleGamma', 'lowAlpha'}"
44325,0.42857142857142855,3,3,"{'lowBeta', 'y', 'lowGamma', 'theta', 'E4_BVP', 'E4_IBI', 'Meditation', 'E4_TEMP', 'E4_HR', 'Attention', 'E4_EDA', 'lowAlpha'}",3,"{'lowBeta', 'lowGamma', 'theta', 'x', 'E4_BVP', 'E4_HR', 'middleGamma', 'E4_EDA'}"
44335,1.0,3,3,"{'middleGamma', 'theta', 'E4_HR'}",3,"{'middleGamma', 'theta', 'E4_HR'}"
44342,0.4166666666666667,3,3,"{'lowBeta', 'y', 'theta', 'E4_BVP', 'Meditation', 'E4_TEMP', 'highAlpha', 'E4_HR', 'Attention', 'E4_EDA', 'highBeta', 'middleGamma'}",3,"{'lowBeta', 'theta', 'E4_BVP', 'middleGamma', 'E4_HR'}"
44344,0.42857142857142855,3,3,"{'lowBeta', 'y', 'theta', 'x', 'E4_IBI', 'E4_BVP', 'E4_HR', 'Attention', 'middleGamma'}",3,"{'lowBeta', 'lowGamma', 'theta', 'z', 'E4_IBI', 'Meditation', 'E4_TEMP', 'E4_HR', 'Attention', 'E4_EDA', 'middleGamma'}"
44346,0.5,3,3,"{'lowBeta', 'theta', 'delta', 'E4_IBI', 'Meditation', 'highAlpha', 'Attention', 'E4_HR', 'E4_EDA', 'middleGamma'}",3,"{'lowBeta', 'theta', 'x', 'E4_IBI', 'E4_BVP', 'Attention', 'E4_HR', 'middleGamma'}"
44353,1.0,3,3,"{'theta', 'Meditation'}",3,"{'theta', 'Meditation'}"
44356,1.0,3,3,"{'lowBeta', 'theta', 'Meditation', 'middleGamma', 'E4_HR'}",3,"{'lowBeta', 'theta', 'Meditation', 'middleGamma', 'E4_HR'}"
44364,0.46153846153846156,3,3,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'E4_IBI', 'E4_TEMP', 'E4_HR', 'middleGamma', 'lowAlpha'}",3,"{'lowGamma', 'theta', 'x', 'E4_IBI', 'Meditation', 'E4_TEMP', 'E4_HR', 'highBeta', 'E4_EDA', 'lowAlpha'}"
44375,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
44400,1.0,3,3,{'E4_HR'},3,{'E4_HR'}
44442,1.0,3,3,"{'E4_IBI', 'highBeta'}",3,"{'E4_IBI', 'highBeta'}"
44453,1.0,3,3,"{'theta', 'E4_IBI', 'highAlpha', 'highBeta', 'lowAlpha'}",3,"{'theta', 'E4_IBI', 'highAlpha', 'highBeta', 'lowAlpha'}"
44455,0.3333333333333333,3,3,"{'lowGamma', 'theta', 'E4_IBI', 'highAlpha', 'highBeta', 'lowAlpha'}",3,"{'lowBeta', 'theta', 'delta', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'Attention', 'E4_HR', 'highBeta', 'middleGamma'}"
44488,1.0,4,4,"{'E4_IBI', 'highBeta', 'lowAlpha'}",4,"{'E4_IBI', 'highBeta', 'lowAlpha'}"
44489,0.0,4,4,"{'E4_IBI', 'lowBeta'}",4,"{'E4_EDA', 'E4_HR'}"
44500,0.42857142857142855,4,4,"{'theta', 'E4_IBI', 'E4_TEMP', 'E4_HR', 'lowAlpha'}",4,"{'E4_BVP', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR'}"
44501,0.4166666666666667,4,4,"{'theta', 'E4_BVP', 'E4_IBI', 'E4_TEMP', 'E4_HR', 'lowAlpha'}",4,"{'lowBeta', 'lowGamma', 'theta', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'Attention', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}"
44528,0.2222222222222222,4,4,"{'E4_IBI', 'E4_TEMP'}",4,"{'lowGamma', 'theta', 'delta', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'middleGamma'}"
44531,0.5,4,4,"{'delta', 'E4_IBI', 'Meditation', 'E4_TEMP', 'highBeta', 'E4_HR'}",4,"{'E4_IBI', 'E4_TEMP', 'E4_HR'}"
44545,0.18181818181818182,4,4,"{'E4_IBI', 'E4_TEMP', 'z'}",4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'x', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'middleGamma'}"
44546,0.38461538461538464,4,4,"{'theta', 'delta', 'E4_IBI', 'E4_TEMP', 'E4_HR'}",4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'x', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA', 'middleGamma', 'lowAlpha'}"
44549,0.8888888888888888,4,4,"{'lowBeta', 'theta', 'delta', 'z', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR'}",4,"{'lowBeta', 'theta', 'delta', 'z', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta'}"
44561,0.2857142857142857,4,4,"{'lowBeta', 'y', 'lowGamma', 'theta', 'delta', 'x', 'E4_IBI', 'E4_BVP', 'Meditation', 'E4_TEMP', 'E4_HR', 'middleGamma'}",4,"{'y', 'lowGamma', 'z', 'E4_IBI', 'Meditation', 'E4_EDA'}"
44566,0.08333333333333333,4,4,"{'lowBeta', 'y', 'lowGamma', 'theta', 'delta', 'x', 'highAlpha', 'E4_HR', 'middleGamma', 'E4_EDA'}",4,"{'E4_IBI', 'Meditation', 'E4_HR'}"
44570,0.36363636363636365,4,4,"{'lowGamma', 'z', 'x', 'E4_IBI', 'E4_HR'}",4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'z', 'E4_IBI', 'Meditation', 'highAlpha', 'E4_HR', 'middleGamma'}"
44583,0.25,4,4,"{'x', 'E4_HR'}",4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'x', 'highAlpha', 'E4_HR', 'E4_EDA'}"
44591,0.8,4,4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'x', 'E4_IBI', 'highAlpha', 'E4_HR', 'middleGamma'}",4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'E4_IBI', 'highAlpha', 'E4_HR', 'middleGamma', 'E4_EDA'}"
44592,0.75,4,4,"{'lowGamma', 'E4_IBI', 'E4_HR'}",4,"{'lowGamma', 'E4_IBI', 'Attention', 'E4_HR'}"
44596,0.75,4,4,"{'E4_IBI', 'lowBeta', 'E4_HR'}",4,"{'E4_IBI', 'lowAlpha', 'lowBeta', 'E4_HR'}"
44600,0.46153846153846156,4,4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'z', 'x', 'E4_IBI', 'highAlpha', 'E4_HR', 'highBeta', 'middleGamma'}",4,"{'lowBeta', 'y', 'lowGamma', 'E4_BVP', 'E4_IBI', 'highAlpha', 'E4_HR', 'middleGamma'}"
44601,1.0,4,4,"{'lowBeta', 'y', 'theta', 'delta', 'E4_IBI', 'highAlpha', 'E4_HR', 'middleGamma'}",4,"{'lowBeta', 'y', 'theta', 'delta', 'E4_IBI', 'highAlpha', 'E4_HR', 'middleGamma'}"
44611,0.5555555555555556,4,4,"{'lowBeta', 'lowGamma', 'delta', 'E4_IBI', 'E4_TEMP', 'E4_HR'}",4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'E4_IBI', 'highAlpha', 'E4_HR', 'middleGamma'}"
44616,0.09090909090909091,4,4,"{'E4_IBI', 'E4_TEMP'}",4,"{'lowBeta', 'lowGamma', 'theta', 'x', 'E4_IBI', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA', 'middleGamma'}"
44621,0.3333333333333333,4,4,"{'middleGamma', 'E4_IBI', 'E4_HR'}",4,"{'lowBeta', 'lowGamma', 'theta', 'E4_IBI', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA', 'middleGamma'}"
44626,0.6363636363636364,4,4,"{'lowBeta', 'y', 'lowGamma', 'theta', 'x', 'E4_IBI', 'highAlpha', 'E4_HR', 'middleGamma'}",4,"{'lowBeta', 'lowGamma', 'theta', 'z', 'x', 'E4_IBI', 'highAlpha', 'middleGamma', 'E4_EDA'}"
44628,0.75,4,4,"{'lowBeta', 'y', 'lowGamma', 'theta', 'delta', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA'}",4,"{'lowBeta', 'lowGamma', 'theta', 'delta', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'lowAlpha'}"
44631,0.18181818181818182,4,4,"{'E4_IBI', 'E4_TEMP'}",4,"{'lowBeta', 'y', 'lowGamma', 'E4_IBI', 'Meditation', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA', 'lowAlpha'}"
44655,0.75,4,4,"{'lowGamma', 'theta', 'delta', 'x', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'lowAlpha'}",4,"{'y', 'lowGamma', 'delta', 'x', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA', 'lowAlpha'}"
44657,0.36363636363636365,4,4,"{'lowBeta', 'lowGamma', 'delta', 'E4_IBI', 'Meditation', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA', 'lowAlpha'}",4,"{'E4_IBI', 'E4_TEMP', 'highAlpha', 'highBeta', 'E4_EDA'}"
44658,0.9,4,4,"{'lowGamma', 'delta', 'x', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'lowAlpha'}",4,"{'lowGamma', 'theta', 'delta', 'x', 'E4_IBI', 'E4_TEMP', 'highAlpha', 'E4_HR', 'highBeta', 'lowAlpha'}"
44681,0.16666666666666666,4,4,"{'lowGamma', 'E4_IBI', 'E4_TEMP'}",4,"{'lowBeta', 'lowGamma', 'delta', 'E4_BVP', 'E4_IBI', 'highAlpha', 'Attention', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}"
44689,0.2222222222222222,4,4,"{'lowBeta', 'lowGamma', 'delta', 'E4_IBI', 'highAlpha', 'E4_HR', 'highBeta', 'E4_EDA'}",4,"{'delta', 'E4_IBI', 'E4_TEMP'}"
44699,1.0,4,4,{'E4_IBI'},4,{'E4_IBI'}
44714,1.0,4,4,"{'lowGamma', 'E4_IBI', 'highAlpha'}",4,"{'lowGamma', 'E4_IBI', 'highAlpha'}"
44720,1.0,4,4,{'E4_IBI'},4,{'E4_IBI'}
44729,1.0,4,4,{'E4_IBI'},4,{'E4_IBI'}
44731,1.0,4,4,"{'E4_IBI', 'highBeta', 'highAlpha', 'lowAlpha'}",4,"{'E4_IBI', 'highBeta', 'highAlpha', 'lowAlpha'}"
44749,0.2727272727272727,4,4,"{'lowBeta', 'lowGamma', 'delta', 'E4_BVP', 'E4_IBI', 'highAlpha', 'E4_HR', 'highBeta', 'middleGamma', 'lowAlpha'}",4,"{'E4_IBI', 'highBeta', 'E4_TEMP', 'lowAlpha'}"
44765,0.14285714285714285,4,4,"{'x', 'E4_IBI', 'E4_TEMP'}",4,"{'E4_TEMP', 'highBeta', 'E4_HR', 'E4_EDA', 'lowAlpha'}"
44773,0.16666666666666666,4,4,"{'lowAlpha', 'Attention', 'E4_TEMP', 'E4_HR'}",4,"{'lowGamma', 'E4_IBI', 'E4_TEMP'}"
44791,1.0,4,4,{'E4_IBI'},4,{'E4_IBI'}
44792,1.0,4,4,{'E4_IBI'},4,{'E4_IBI'}
44806,0.25,4,4,"{'E4_IBI', 'theta', 'lowAlpha'}",4,"{'E4_IBI', 'E4_HR'}"
